identifier,organ,ct
grid.6612.3,skin,2
grid.21925.3d,breast,19
grid.266900.b,eye,2
grid.26999.3d,adipose,2
grid.418356.d,kidney,1
grid.410549.d,liver,3
grid.5600.3,breast,6
grid.412888.f,kidney,12
grid.412772.5,kidney,12
grid.6363.0,pancreas,1
grid.15090.3d,breast,1
grid.411224.0,liver,1
grid.412216.2,liver,1
grid.73113.37,liver,12
grid.66859.34,heart,1
grid.412093.d,breast,1
grid.256642.1,pancreas,1
grid.412550.7,lung,1
grid.429997.8,pancreas,2
grid.418917.2,breast,3
grid.459409.5,liver,1
grid.412135.0,liver,6
grid.32197.3e,knee,1
grid.177174.3,bone marrow,11
grid.3575.4,skin,1
grid.452499.7,Skeletal,4
grid.413801.f,prostate,1
grid.415460.2,lung,2
grid.265050.4,lung,6
grid.13291.38,liver,6
grid.478063.e,prostate,1
grid.412739.a,Tonsil,2
grid.9435.b,brain,2
grid.28665.3f,liver,1
grid.412762.4,heart,1
grid.4708.b,knee,3
grid.5590.9,eye,6
grid.411588.1,heart,2
grid.416010.2,lung,1
grid.42687.3f,brain,2
grid.33489.35,placenta,6
grid.8065.b,bone marrow,1
grid.414556.7,heart,1
grid.413618.9,brain,22
grid.9582.6,prostate,2
grid.9647.c,adipose,7
grid.412553.4,liver,7
grid.67033.31,brain,1
grid.414092.a,brain,3
grid.46534.30,embryo,3
grid.145695.a,heart,9
grid.12650.30,prostate,6
grid.5808.5,prostate,2
grid.412467.2,breast,8
grid.5802.f,lung,2
grid.416523.7,placenta,3
grid.8547.e,breast,53
grid.410445.0,breast,7
grid.7922.e,liver,2
grid.38142.3c,kidney,5
grid.11780.3f,heart,7
grid.262229.f,embryo,8
grid.7563.7,brain,1
grid.31501.36,eye,11
grid.254145.3,liver,10
grid.489335.0,liver,1
grid.413781.8,breast,1
grid.416612.6,lung,1
grid.413458.f,knee,4
grid.419543.e,embryo,1
grid.476971.a,lung,1
grid.267310.1,lung,3
grid.417046.0,liver,1
grid.412105.3,breast,3
grid.254567.7,heart,2
grid.413156.4,breast,2
grid.261128.e,eye,1
grid.7644.1,skin,3
grid.417629.f,adipose,4
grid.412374.7,heart,4
grid.4701.2,breast,4
grid.267335.6,adipose,20
grid.412091.f,prostate,4
grid.411809.5,ovary,2
grid.425537.2,skin,1
grid.177174.3,urinary bladder,14
grid.415552.2,breast,2
grid.21729.3f,lung,2
grid.500400.1,eye,1
grid.410701.3,embryo,2
grid.6583.8,lung,1
grid.5379.8,brain,3
grid.412966.e,brain,5
grid.414704.2,breast,1
grid.411237.2,kidney,1
grid.448764.d,lung,1
grid.474851.b,liver,2
grid.412694.c,prostate,9
grid.131063.6,adipose,6
grid.278276.e,liver,11
grid.8664.c,kidney,5
grid.27530.33,lung,2
grid.412372.1,placenta,7
grid.9909.9,lung,12
grid.184769.5,breast,1
grid.16753.36,brain,1
grid.11175.33,prostate,2
grid.8170.e,ovary,1
grid.7692.a,bone marrow,3
grid.418275.d,liver,1
grid.7489.2,eye,3
grid.7130.5,skin,3
grid.413017.0,pancreas,3
grid.411320.5,skin,4
grid.415029.b,Tonsil,2
grid.412824.9,eye,1
grid.429098.e,breast,26
grid.411588.1,lung,2
grid.189967.8,lung,1
grid.412258.8,heart,4
grid.42505.36,lung,10
grid.411757.1,breast,1
grid.414906.e,adipose,12
grid.418524.e,Skeletal,8
grid.511981.5,lung,1
grid.413238.f,Tonsil,3
grid.284723.8,prostate,8
grid.452438.c,breast,3
grid.412036.2,liver,2
grid.410356.5,brain,2
grid.239578.2,Skeletal,1
grid.412112.5,Tonsil,3
grid.411015.0,brain,3
grid.416919.2,knee,7
grid.413483.9,skin,1
grid.452701.5,liver,1
grid.239578.2,adipose,1
grid.266100.3,prostate,1
grid.419425.f,bone marrow,4
grid.412811.f,kidney,1
grid.413219.c,ovary,2
grid.11505.30,liver,1
grid.412615.5,kidney,7
grid.411806.a,liver,6
grid.410606.5,skin,7
grid.216566.0,heart,5
grid.222754.4,knee,1
grid.411661.5,eye,1
grid.14709.3b,lung,2
grid.418466.9,lung,1
grid.4605.7,brain,1
grid.11598.34,breast,3
grid.417969.4,heart,1
grid.416238.a,kidney,1
grid.8505.8,adipose,2
grid.271052.3,kidney,4
grid.240023.7,liver,7
grid.416077.3,spinal cord,2
grid.251924.9,breast,12
grid.410577.0,brain,6
grid.252957.e,lung,1
grid.68312.3e,breast,11
grid.411583.a,adipose,11
grid.419757.9,lung,1
grid.412339.e,liver,17
grid.459987.e,breast,7
grid.11835.3e,bone marrow,1
grid.240952.8,Skeletal,4
grid.413676.1,heart,1
grid.266683.f,breast,5
grid.414935.e,Skeletal,1
grid.267309.9,breast,1
grid.443055.3,brain,3
grid.463530.7,Skeletal,1
grid.419265.d,liver,6
grid.412134.1,skin,1
grid.411495.c,lung,1
grid.411233.6,pancreas,1
grid.410871.b,small intestine,5
grid.452829.0,liver,23
grid.24696.3f,liver,3
grid.5510.1,breast,6
grid.411389.6,liver,5
grid.410870.a,knee,2
grid.20409.3f,breast,1
grid.1957.a,spinal cord,9
grid.5606.5,prostate,4
grid.448551.9,breast,1
grid.17063.33,skin,5
grid.411406.6,kidney,5
grid.10025.36,lung,1
grid.253755.3,brain,9
grid.412615.5,fetus,6
grid.412571.4,kidney,2
grid.250671.7,Skeletal,1
grid.412764.2,kidney,1
grid.412633.1,lung,15
grid.62560.37,knee,1
grid.412237.1,breast,2
grid.260024.2,liver,2
grid.25055.37,liver,2
grid.168010.e,Skeletal,4
grid.444459.c,lung,2
grid.413618.9,urinary bladder,5
grid.157868.5,breast,2
grid.410556.3,liver,5
grid.13063.37,heart,4
grid.411947.e,breast,1
grid.414358.f,heart,1
grid.411061.3,kidney,7
grid.411170.2,breast,1
grid.415741.2,liver,1
grid.410587.f,lung,17
grid.267323.1,skin,1
grid.240324.3,liver,5
grid.65456.34,heart,1
grid.417468.8,kidney,1
grid.412374.7,lung,20
grid.25697.3f,Skeletal,4
grid.254224.7,eye,1
grid.49481.30,liver,2
grid.31501.36,Tonsil,2
grid.256322.2,brain,1
grid.25879.31,ovary,2
grid.7468.d,liver,2
grid.416303.3,kidney,1
grid.496160.c,skin,6
grid.38142.3c,liver,7
grid.416167.3,heart,2
grid.444541.4,brain,1
grid.464982.5,lymph node,4
grid.464923.e,heart,3
grid.475435.4,kidney,2
grid.452509.f,liver,2
grid.425956.9,heart,1
grid.413158.a,lung,1
grid.418424.f,bone marrow,1
grid.430140.2,liver,2
grid.16821.3c,liver,2
grid.163555.1,kidney,6
grid.252427.4,heart,1
grid.289247.2,bone marrow,2
grid.439384.1,knee,1
grid.250671.7,embryo,1
grid.7700.0,heart,7
grid.55602.34,kidney,2
grid.482674.b,lung,1
grid.258803.4,kidney,6
grid.4793.9,skin,5
grid.452417.1,heart,10
grid.417643.3,placenta,3
grid.34538.39,skin,5
grid.410802.f,urinary bladder,3
grid.452672.0,breast,19
grid.21107.35,liver,41
grid.461838.0,lung,4
grid.473325.4,liver,6
grid.482484.6,brain,1
grid.9918.9,breast,2
grid.442967.a,liver,1
grid.410570.7,lung,10
grid.417109.a,lung,1
grid.414489.4,breast,1
grid.413157.5,lung,4
grid.412576.3,liver,4
grid.419934.2,kidney,1
grid.411181.c,heart,2
grid.411685.f,breast,2
grid.414856.a,pancreas,1
grid.10796.39,kidney,1
grid.266515.3,kidney,1
grid.452644.5,embryo,1
grid.411890.5,liver,4
grid.4562.5,lung,2
grid.426536.0,brain,2
grid.254567.7,lung,1
grid.412801.e,breast,3
grid.136304.3,liver,1
grid.412983.5,liver,3
grid.64337.35,lung,7
grid.415814.d,liver,1
grid.415184.d,liver,1
grid.452511.6,lung,4
grid.260474.3,lung,4
grid.470127.7,kidney,1
grid.5374.5,eye,2
grid.411832.d,brain,4
grid.430748.c,Tonsil,1
grid.49470.3e,lung,7
grid.411339.d,skin,2
grid.414944.8,lymph node,6
grid.147455.6,kidney,1
grid.10548.38,heart,2
grid.411782.9,kidney,1
grid.411182.f,eye,2
grid.5771.4,brain,1
grid.4839.6,liver,2
grid.414289.2,heart,1
grid.444971.b,liver,1
grid.465311.4,spinal cord,2
grid.6582.9,brain,11
grid.411953.b,breast,5
grid.461417.1,lung,2
grid.411688.2,breast,3
grid.7177.6,brain,4
grid.412301.5,kidney,8
grid.411602.0,lung,12
grid.413731.3,breast,1
grid.5570.7,lung,3
grid.8065.b,heart,2
grid.411261.1,liver,1
grid.267167.3,knee,1
grid.15736.36,brain,3
grid.411320.5,heart,3
grid.213917.f,brain,3
grid.470966.a,lung,3
grid.414597.a,knee,4
grid.412505.7,lymph node,8
grid.418403.a,adipose,6
grid.21155.32,eye,12
grid.413349.8,heart,1
grid.464909.6,brain,1
grid.280768.3,eye,1
grid.412606.7,breast,4
grid.49606.3d,brain,9
grid.24434.35,brain,2
grid.412668.f,kidney,1
grid.411705.6,lung,6
grid.412590.b,lung,1
grid.466517.7,kidney,1
grid.417642.2,ovary,4
grid.411583.a,skin,3
grid.448607.9,liver,13
grid.16753.36,prostate,1
grid.410796.d,kidney,14
grid.443365.3,brain,1
grid.19188.39,liver,3
grid.260975.f,lymph node,12
grid.416088.3,breast,2
grid.412744.0,liver,3
grid.488409.9,brain,1
grid.418872.0,fallopian tube,5
grid.18147.3b,bone marrow,8
grid.411775.1,liver,23
grid.416301.1,Tonsil,3
grid.412919.6,eye,8
grid.413618.9,adipose,7
grid.1017.7,eye,1
grid.476460.7,lung,3
grid.412094.a,liver,10
grid.462341.6,fetus,2
grid.430387.b,embryo,1
grid.264260.4,liver,1
grid.451312.0,liver,1
grid.411249.b,eye,5
grid.5510.1,heart,3
grid.208078.5,embryo,1
grid.59056.3f,skin,1
grid.410318.f,liver,2
grid.467087.a,brain,1
grid.415954.8,prostate,6
grid.433132.4,breast,1
grid.424277.0,heart,2
grid.267500.6,adipose,1
grid.478005.e,breast,4
grid.5522.0,embryo,1
grid.412455.3,liver,8
grid.5491.9,liver,1
grid.428097.0,lymph node,4
grid.440218.b,kidney,1
grid.15444.30,breast,7
grid.411663.7,skin,1
grid.412485.e,liver,2
grid.13097.3c,lung,4
grid.10992.33,breast,1
grid.416153.4,knee,2
grid.94365.3d,breast,5
grid.12136.37,embryo,3
grid.7634.6,eye,5
grid.21155.32,liver,4
grid.442719.d,breast,2
grid.10776.37,brain,3
grid.418280.7,ovary,11
grid.411327.2,liver,5
grid.412898.e,breast,3
grid.20561.30,liver,1
grid.416441.2,lung,1
grid.1018.8,knee,1
grid.1002.3,heart,4
grid.412966.e,breast,23
grid.415832.9,skin,2
grid.476442.7,skin,1
grid.15895.30,prostate,6
grid.506261.6,kidney,5
grid.411134.2,knee,4
grid.460200.0,skin,4
grid.5342.0,skin,1
grid.418818.c,eye,2
grid.12527.33,adipose,1
grid.255986.5,skin,1
grid.412618.8,brain,1
grid.107950.a,breast,13
grid.415436.1,breast,2
grid.413876.f,lung,1
grid.412895.3,breast,2
grid.442372.4,breast,1
grid.416243.6,brain,8
grid.152326.1,brain,14
grid.416118.b,bone marrow,6
grid.19006.3e,brain,1
grid.430395.8,kidney,15
grid.21613.37,brain,4
grid.496954.3,lung,2
grid.15667.33,lung,10
grid.267468.9,skin,1
grid.422622.2,breast,1
grid.15596.3e,prostate,5
grid.412787.f,breast,1
grid.266100.3,bone marrow,1
grid.413151.3,kidney,2
grid.241167.7,skin,3
grid.412517.4,lung,2
grid.8664.c,Skeletal,8
grid.254748.8,skin,4
grid.56302.32,knee,4
grid.508273.b,lung,1
grid.414137.4,heart,3
grid.20513.35,Skeletal,2
grid.10824.3f,liver,3
grid.27255.37,brain,2
grid.411947.e,kidney,1
grid.415884.4,lung,2
grid.9918.9,heart,1
grid.445780.a,liver,3
grid.464654.1,placenta,3
grid.491773.f,lung,7
grid.7776.1,thymus,4
grid.6142.1,Skeletal,1
grid.416077.3,prostate,1
grid.21729.3f,heart,1
grid.84393.35,prostate,1
grid.11451.30,heart,1
grid.6190.e,lung,3
grid.38142.3c,embryo,4
grid.452290.8,embryo,1
grid.460144.3,breast,2
grid.412552.5,bone marrow,2
grid.5611.3,urinary bladder,1
grid.411705.6,pancreas,5
grid.412896.0,prostate,4
grid.434098.2,knee,2
grid.240341.0,liver,1
grid.412764.2,lung,1
grid.16753.36,breast,15
grid.412091.f,brain,3
grid.466829.7,kidney,1
grid.231844.8,bone marrow,1
grid.5947.f,kidney,1
grid.7269.a,lung,1
grid.488421.3,lung,1
grid.11942.3f,breast,5
grid.416372.5,lung,4
grid.9122.8,breast,3
grid.411677.2,embryo,4
grid.460859.6,knee,5
grid.449799.e,skin,1
grid.239395.7,liver,3
grid.411131.7,liver,1
grid.411898.d,lymph node,15
grid.13097.3c,heart,6
grid.412377.4,skin,4
grid.8993.b,heart,9
grid.5254.6,liver,11
grid.469994.f,embryo,7
grid.415970.e,breast,1
grid.6363.0,lung,14
grid.441917.e,skin,1
grid.457073.2,skin,1
grid.421816.8,brain,1
grid.419256.d,eye,1
grid.253615.6,embryo,1
grid.412793.a,kidney,3
grid.412647.2,kidney,1
grid.411623.3,Tonsil,1
grid.488482.a,prostate,6
grid.424414.3,embryo,3
grid.416077.3,Tonsil,12
grid.5808.5,Tonsil,1
grid.64523.36,eye,6
grid.412113.4,embryo,3
grid.411671.4,breast,11
grid.38142.3c,heart,1
grid.451309.a,eye,13
grid.459544.d,heart,3
grid.412656.2,breast,1
grid.253564.3,spinal cord,1
grid.418018.4,lung,4
grid.411950.8,kidney,6
grid.449862.5,heart,1
grid.410818.4,embryo,5
grid.240324.3,knee,5
grid.411036.1,heart,3
grid.488569.e,Tonsil,4
grid.1049.c,breast,15
grid.414724.0,lung,2
grid.415758.a,kidney,1
grid.23378.3d,breast,4
grid.412684.d,knee,5
grid.417333.1,breast,33
grid.9001.8,heart,1
grid.452708.c,lung,2
grid.479978.c,Skeletal,5
grid.479691.4,brain,1
grid.131063.6,breast,24
grid.411580.9,skin,1
grid.5012.6,adipose,1
grid.62560.37,embryo,5
grid.480536.c,skin,2
grid.177174.3,heart,7
grid.267308.8,spinal cord,4
grid.411681.b,lymph node,1
grid.412368.a,eye,2
grid.411412.3,knee,6
grid.264381.a,breast,12
grid.134563.6,kidney,1
grid.28455.3e,skin,1
grid.430884.3,lymph node,31
grid.411198.4,heart,1
grid.416139.8,heart,1
grid.26009.3d,Skeletal,7
grid.4827.9,breast,5
grid.411978.2,liver,1
grid.411277.6,breast,3
grid.496643.a,Tonsil,1
grid.231844.8,prostate,2
grid.177174.3,prostate,33
grid.417772.0,lung,2
grid.10251.37,brain,3
grid.430154.7,breast,3
grid.169077.e,brain,10
grid.412726.4,heart,1
grid.411746.1,knee,6
grid.411087.b,embryo,3
grid.266426.2,skin,1
grid.11835.3e,eye,5
grid.413454.3,embryo,1
grid.412414.6,breast,5
grid.429046.d,bone marrow,9
grid.412687.e,breast,2
grid.410818.4,liver,3
grid.5012.6,eye,2
grid.415099.0,breast,1
grid.15474.33,lung,30
grid.411319.f,knee,1
grid.17063.33,kidney,1
grid.414767.7,breast,1
grid.189967.8,knee,13
grid.62560.37,lung,3
grid.10420.37,eye,1
grid.9909.9,Skeletal,3
grid.10347.31,kidney,1
grid.7632.0,embryo,3
grid.5254.6,adipose,2
grid.65499.37,breast,7
grid.444464.2,breast,3
grid.411639.8,heart,1
grid.412571.4,liver,14
grid.7362.0,liver,1
grid.15596.3e,eye,2
grid.413458.f,breast,3
grid.411962.9,liver,2
grid.13276.31,ovary,13
grid.415869.7,liver,11
grid.8273.e,breast,1
grid.444321.4,lung,11
grid.265703.5,brain,1
grid.411941.8,lung,2
grid.270240.3,ovary,1
grid.89957.3a,liver,16
grid.267103.1,breast,2
grid.268505.c,lung,1
grid.415742.1,kidney,2
grid.8532.c,liver,4
grid.452672.0,prostate,8
grid.412888.f,liver,16
grid.410567.1,heart,2
grid.412659.d,Tonsil,1
grid.8652.9,breast,17
grid.10253.35,lung,6
grid.411017.2,breast,7
grid.410714.7,breast,6
grid.16890.36,knee,1
grid.452879.5,embryo,1
grid.415108.9,lung,5
grid.42687.3f,embryo,1
grid.414117.6,ovary,1
grid.8954.0,skin,1
grid.444743.4,heart,1
grid.491909.c,lung,2
grid.501415.4,knee,10
grid.411845.d,liver,1
grid.414053.7,spinal cord,4
grid.69566.3a,knee,29
grid.280502.d,prostate,1
grid.223827.e,breast,3
grid.430064.5,liver,1
grid.14105.31,skin,1
grid.1013.3,skin,8
grid.412901.f,kidney,3
grid.7841.a,prostate,13
grid.268441.d,breast,3
grid.8273.e,prostate,3
grid.472122.0,adipose,1
grid.5399.6,breast,2
grid.492050.a,Skeletal,1
grid.410645.2,lung,6
grid.289247.2,heart,3
grid.412645.0,lung,1
grid.38142.3c,adipose,1
grid.412237.1,spinal cord,1
grid.59734.3c,skin,3
grid.263662.5,skin,1
grid.492832.6,knee,4
grid.4830.f,lung,6
grid.460771.3,breast,2
grid.168010.e,kidney,4
grid.7445.2,lung,1
grid.23048.3d,breast,2
grid.8465.f,lung,1
grid.14830.3e,embryo,7
grid.411275.4,prostate,5
grid.35403.31,adipose,8
grid.5290.e,breast,1
grid.4830.f,spleen,2
grid.411621.1,adipose,1
grid.440667.7,skin,2
grid.444802.e,brain,1
grid.411015.0,liver,1
grid.258803.4,eye,3
grid.263488.3,lung,1
grid.413306.3,knee,5
grid.10604.33,liver,4
grid.416782.e,brain,4
grid.266102.1,eye,1
grid.411327.2,heart,12
grid.10689.36,breast,1
grid.416107.5,skin,1
grid.419095.0,heart,1
grid.413161.0,brain,2
grid.412467.2,liver,3
grid.448792.4,eye,3
grid.440227.7,lung,1
grid.411790.a,kidney,1
grid.411668.c,kidney,1
grid.412673.5,heart,1
grid.5386.8,liver,2
grid.254145.3,prostate,3
grid.257022.0,kidney,1
grid.410570.7,adipose,1
grid.83440.3b,adipose,1
grid.416975.8,breast,7
grid.12574.35,liver,2
grid.57926.3f,eye,3
grid.83440.3b,breast,6
grid.411663.7,liver,1
grid.419223.f,Skeletal,3
grid.464688.0,lymph node,1
grid.411808.4,brain,3
grid.410458.c,kidney,17
grid.428936.2,lung,1
grid.4795.f,Tonsil,2
grid.411681.b,liver,3
grid.461703.7,lung,27
grid.412285.8,Skeletal,7
grid.412689.0,prostate,1
grid.4777.3,breast,5
grid.4886.2,embryo,8
grid.12832.3a,lung,5
grid.416653.3,Skeletal,1
grid.255464.4,brain,1
grid.17635.36,breast,7
grid.413823.f,placenta,3
grid.415532.4,heart,3
grid.420006.0,skin,3
grid.452449.a,prostate,1
grid.417271.6,breast,2
grid.416259.d,breast,5
grid.263817.9,lung,5
grid.410818.4,kidney,5
grid.21100.32,heart,6
grid.417303.2,embryo,2
grid.439338.6,lung,2
grid.7870.8,liver,8
grid.9026.d,brain,3
grid.470203.2,liver,1
grid.37172.30,liver,2
grid.410745.3,lung,10
grid.411760.5,lung,4
grid.464565.0,breast,1
grid.411164.7,breast,2
grid.476609.a,lung,1
grid.411303.4,kidney,5
grid.231844.8,Skeletal,2
grid.413618.9,lung,4
grid.8217.c,skin,1
grid.410738.9,breast,1
grid.464829.5,liver,3
grid.262516.4,knee,1
grid.412484.f,breast,7
grid.15276.37,breast,17
grid.440403.7,eye,5
grid.266093.8,lung,1
grid.5949.1,eye,2
grid.412087.8,heart,1
grid.6190.e,brain,2
grid.410737.6,kidney,2
grid.411950.8,pancreas,1
grid.415488.4,Skeletal,1
grid.411180.d,adipose,1
grid.35541.36,placenta,6
grid.490107.b,heart,1
grid.177174.3,liver,9
grid.420545.2,lung,1
grid.479969.c,breast,1
grid.10493.3f,breast,2
grid.170693.a,heart,1
grid.442834.d,breast,6
grid.10049.3c,knee,6
grid.411950.8,brain,5
grid.5608.b,kidney,1
grid.254187.d,liver,1
grid.462583.e,bone marrow,2
grid.463756.5,fetus,4
grid.8356.8,eye,1
grid.412301.5,lung,2
grid.415131.3,prostate,11
grid.411685.f,brain,3
grid.6268.a,breast,2
grid.410427.4,brain,15
grid.202119.9,bone marrow,4
grid.275033.0,eye,6
grid.43582.38,lung,4
grid.415271.4,Tonsil,1
grid.412807.8,brain,3
grid.267303.3,adipose,1
grid.412132.7,pelvis,3
grid.7497.d,heart,3
grid.5386.8,breast,36
grid.425902.8,embryo,1
grid.4861.b,breast,1
grid.411097.a,lung,2
grid.417250.5,breast,1
grid.452826.f,lung,4
grid.415933.9,brain,1
grid.464905.a,heart,1
grid.8385.6,brain,6
grid.434554.7,bone marrow,1
grid.257016.7,ovary,2
grid.508100.c,liver,1
grid.31501.36,lung,24
grid.10383.39,lung,3
grid.63054.34,lung,2
grid.411230.5,placenta,5
grid.413204.0,Tonsil,4
grid.413376.4,bone marrow,3
grid.418165.f,liver,1
grid.457090.f,heart,3
grid.15444.30,bone marrow,4
grid.67105.35,Skeletal,4
grid.448551.9,heart,1
grid.11142.37,breast,6
grid.452440.3,breast,1
grid.31564.35,brain,1
grid.415451.0,knee,1
grid.449874.2,liver,2
grid.413935.9,liver,1
grid.5361.1,prostate,4
grid.10604.33,eye,1
grid.412167.7,liver,23
grid.412601.0,breast,5
grid.1374.1,Tonsil,5
grid.20715.31,ovary,3
grid.207374.5,lung,2
grid.444573.5,liver,1
grid.443385.d,lung,13
grid.411818.5,breast,2
grid.7886.1,liver,2
grid.412262.1,lung,7
grid.471500.7,heart,4
grid.418947.7,brain,1
grid.88379.3d,eye,1
grid.415490.d,kidney,2
grid.440959.5,skin,3
grid.257413.6,brain,1
grid.413890.7,spinal cord,7
grid.415912.a,liver,1
grid.6435.4,liver,1
grid.444465.3,skin,1
grid.423309.f,knee,2
grid.418428.3,brain,1
grid.150338.c,skin,1
grid.186775.a,liver,15
grid.9982.a,heart,3
grid.414273.7,breast,1
grid.25867.3e,skin,3
grid.476361.1,lung,3
grid.416721.7,knee,1
grid.31451.32,skin,6
grid.261445.0,kidney,1
grid.444467.1,heart,1
grid.444423.1,liver,2
grid.489335.0,prostate,9
grid.266842.c,skin,9
grid.411132.4,liver,4
grid.442033.2,heart,1
grid.416740.0,fallopian tube,4
grid.471800.a,lung,4
grid.415985.4,bone marrow,5
grid.412725.7,brain,2
grid.412786.e,skin,1
grid.417993.1,knee,3
grid.252487.e,breast,8
grid.416225.6,lung,1
grid.414807.e,lymph node,3
grid.428927.2,lung,1
grid.415738.c,liver,1
grid.415203.1,brain,1
grid.427788.6,breast,24
grid.26091.3c,brain,2
grid.443085.e,eye,1
grid.7634.6,liver,13
grid.411310.6,breast,3
grid.412091.f,breast,3
grid.7563.7,lung,1
grid.419886.a,breast,4
grid.414449.8,heart,3
grid.504246.1,brain,4
grid.411525.6,liver,1
grid.490801.4,liver,1
grid.5379.8,prostate,2
grid.258799.8,urinary bladder,5
grid.448761.8,liver,5
grid.17330.36,breast,27
grid.17089.37,kidney,2
grid.39009.33,skin,1
grid.7429.8,skin,1
grid.413575.1,breast,1
grid.80817.36,liver,1
grid.211011.2,brain,1
grid.1005.4,heart,1
grid.477425.7,breast,1
grid.411957.f,knee,1
grid.261674.0,placenta,2
grid.260770.4,prostate,3
grid.444944.d,kidney,1
grid.411656.1,brain,1
grid.1005.4,eye,4
grid.418789.b,lung,2
grid.411656.1,heart,1
grid.411782.9,breast,2
grid.267313.2,Skeletal,1
grid.414741.3,skin,1
grid.413757.3,liver,1
grid.411249.b,spinal cord,3
grid.444415.4,breast,1
grid.39381.30,eye,2
grid.419643.d,liver,1
grid.8547.e,heart,2
grid.412282.f,lung,5
grid.411152.2,breast,3
grid.411521.2,liver,2
grid.412889.e,embryo,2
grid.488540.5,bone marrow,7
grid.412988.e,breast,3
grid.414252.4,skin,1
grid.412676.0,breast,22
grid.488530.2,lung,8
grid.17091.3e,prostate,1
grid.412573.6,lymph node,1
grid.419567.8,breast,1
grid.239915.5,knee,139
grid.413734.6,kidney,1
grid.452790.d,knee,1
grid.412812.c,skin,2
grid.15444.30,Skeletal,7
grid.472633.7,liver,3
grid.413651.4,lung,1
grid.411524.7,breast,2
grid.414142.6,liver,11
grid.411693.8,lung,4
grid.416077.3,kidney,5
grid.413108.f,prostate,6
grid.5292.c,brain,3
grid.470421.4,knee,1
grid.49606.3d,liver,3
grid.412723.1,embryo,6
grid.412474.0,lung,6
grid.410814.8,lung,2
grid.255649.9,heart,3
grid.7400.3,Tonsil,9
grid.12641.30,breast,1
grid.412354.5,embryo,2
grid.417946.9,prostate,2
grid.414422.5,breast,2
grid.478592.5,embryo,1
grid.411998.c,heart,1
grid.414953.e,knee,6
grid.418913.6,prostate,13
grid.12295.3d,brain,2
grid.106023.6,breast,2
grid.39158.36,Skeletal,7
grid.446019.e,breast,4
grid.443626.1,kidney,6
grid.10223.32,brain,6
grid.467063.0,skin,1
grid.30760.32,spinal cord,4
grid.411327.2,breast,1
grid.412008.f,kidney,2
grid.428479.4,brain,1
grid.266815.e,brain,1
grid.507480.e,brain,2
grid.412772.5,adipose,2
grid.412572.7,breast,7
grid.411152.2,kidney,10
grid.418524.e,small intestine,1
grid.440237.6,brain,2
grid.27476.30,lung,4
grid.412002.5,skin,3
grid.258690.0,bone marrow,2
grid.81821.32,knee,1
grid.459987.e,liver,7
grid.411667.3,liver,1
grid.429234.a,knee,8
grid.208504.b,embryo,1
grid.411134.2,embryo,1
grid.52539.38,eye,1
grid.264727.2,liver,3
grid.412734.7,liver,1
grid.411370.0,heart,5
grid.412028.d,breast,5
grid.435541.2,lung,1
grid.417986.5,bone marrow,5
grid.412917.8,breast,1
grid.416432.6,bone marrow,1
grid.467078.a,brain,1
grid.412460.5,lung,5
grid.470144.2,breast,3
grid.411600.2,kidney,16
grid.413922.f,breast,5
grid.9723.f,eye,2
grid.470088.3,breast,3
grid.268154.c,brain,5
grid.444467.1,breast,1
grid.20627.31,liver,10
grid.416166.2,embryo,4
grid.7563.7,pancreas,7
grid.416682.f,lung,1
grid.22937.3d,prostate,1
grid.1014.4,breast,4
grid.413120.5,breast,1
grid.410559.c,breast,1
grid.24704.35,breast,5
grid.55325.34,prostate,1
grid.267308.8,adipose,1
grid.412679.f,knee,1
grid.412277.5,lung,1
grid.412591.a,Skeletal,5
grid.410720.0,liver,1
grid.411304.3,knee,4
grid.20736.30,kidney,1
grid.421142.0,small intestine,1
grid.177174.3,lung,20
grid.417736.0,liver,3
grid.413618.9,spinal cord,6
grid.21925.3d,prostate,1
grid.506261.6,urinary bladder,11
grid.239395.7,uterus,1
grid.440842.e,liver,1
grid.416304.4,lymph node,1
grid.21107.35,bone marrow,4
grid.15462.34,heart,2
grid.34477.33,lung,17
grid.452393.a,liver,2
grid.457350.0,lung,4
grid.254229.a,liver,1
grid.434096.c,lung,1
grid.416738.f,skin,5
grid.411796.c,liver,1
grid.412028.d,adipose,6
grid.73113.37,prostate,6
grid.417155.3,lung,1
grid.411144.5,heart,11
grid.412676.0,liver,1
grid.411792.8,liver,2
grid.11375.31,liver,1
grid.412991.6,breast,2
grid.39381.30,skin,4
grid.189967.8,skin,2
grid.413390.c,breast,13
grid.418743.d,brain,1
grid.417772.0,spinal cord,2
grid.9654.e,lymph node,1
grid.63906.3a,kidney,1
grid.7147.5,kidney,1
grid.413015.2,liver,3
grid.7345.5,lung,4
grid.411507.6,eye,2
grid.65456.34,breast,3
grid.13856.39,breast,1
grid.5335.0,skin,3
grid.12527.33,lung,10
grid.411335.1,heart,1
grid.452828.1,breast,13
grid.475010.7,ovary,2
grid.454210.6,kidney,2
grid.410814.8,kidney,1
grid.419773.f,ovary,13
grid.439666.8,breast,4
grid.411583.a,bone marrow,2
grid.264706.1,liver,1
grid.477237.2,Skeletal,2
grid.412536.7,kidney,1
grid.46078.3d,liver,1
grid.492408.3,heart,3
grid.412603.2,lung,3
grid.55614.33,breast,8
grid.417424.0,liver,1
grid.8532.c,adipose,15
grid.419082.6,skin,1
grid.214007.0,breast,3
