pmid|biotype|identifier_type
15585408|disease|pmid
32334023|molecular interactions|pmid
"imex:IM-27143|22133804"|molecular interactions|
"20646067|imex:IM-15603|mint:MINT-7905802|doi:10.1111/j.1742-4658.2010.07749"|molecular interactions|pmid
11606485|molecular interactions|pmid
22205726|molecular interactions|pmid
17347673|molecular interactions|pmid
32015333|molecular interactions|pmid
"20664521|imex:IM-15122|mint:MINT-8038765|doi:10.1038/emboj.2010.154"|molecular interactions|pmid
20015111|molecular interactions|pmid
31518855|molecular interactions|pmid
19609859|disease|pmid
19295406|disease|pmid
"20692258|imex:IM-15608|mint:MINT-7987951|doi:10.1016/j.febslet.2010.08.005"|molecular interactions|pmid
14769798|molecular interactions|pmid
"12429093|mint:MINT-5215899"|molecular interactions|pmid
23324739|disease|pmid
"17632520|doi:10.1038/nsmb1275|imex:IM-8976"|molecular interactions|pmid
11091188|disease|pmid
10945991|molecular interactions|pmid
21135143|molecular interactions|pmid
15846474|disease|pmid
24874302|disease|pmid
19168127|molecular interactions|pmid
10521456|molecular interactions|pmid
23739258|disease|pmid
15465036|molecular interactions|pmid
11792711|molecular interactions|pmid
33527027|molecular interactions|pmid
9670010|molecular interactions|pmid
"19581596|doi:10.1073/pnas.0900979106|imex:IM-14766"|molecular interactions|pmid
15197246|molecular interactions|pmid
21951018|disease|pmid
21309754|disease|pmid
32560659|molecular interactions|pmid
23470535|disease|pmid
25074979|molecular interactions|pmid
"16537496|doi:10.1073/pnas.0507864103|imex:IM-23454"|molecular interactions|pmid
14985111|molecular interactions|pmid
19661182|molecular interactions|pmid
"imex:IM-22509|24735922"|molecular interactions|
11169399|molecular interactions|pmid
15598887|molecular interactions|pmid
9164324|disease|pmid
8630057|molecular interactions|pmid
14583572|disease|pmid
1351188|disease|pmid
22456504|molecular interactions|pmid
14647430|molecular interactions|pmid
24121663|molecular interactions|pmid
18941201|disease|pmid
"20133729|doi:10.1073/pnas.0909086107|imex:IM-17408"|molecular interactions|pmid
"22551069|mint:MINT-8372920"|molecular interactions|pmid
10940627|molecular interactions|pmid
27280685|molecular interactions|pmid
21908872|disease|pmid
"22038862|imex:IM-16591"|molecular interactions|pmid
20133936|molecular interactions|pmid
19077306|molecular interactions|pmid
21670201|molecular interactions|pmid
18607263|disease|pmid
9671755|molecular interactions|pmid
10652430|disease|pmid
20583542|disease|pmid
11784712|molecular interactions|pmid
9427757|molecular interactions|pmid
19151078|disease|pmid
26115316|molecular interactions|pmid
"23584453|doi:10.1038/nsmb.2557|imex:IM-21870"|molecular interactions|pmid
9990852|molecular interactions|pmid
16242928|disease|pmid
16288219|disease|pmid
17529973|disease|pmid
16403807|molecular interactions|pmid
10080178|disease|pmid
28881612|molecular interactions|pmid
17360711|molecular interactions|pmid
16983186|disease|pmid
32851177|molecular interactions|pmid
22033459|molecular interactions|pmid
24657469|disease|pmid
24465546|disease|pmid
18406329|molecular interactions|pmid
10723070|disease|pmid
27320920|molecular interactions|pmid
26735262|disease|pmid
30901224|disease|pmid
18198340|molecular interactions|pmid
20945034|disease|pmid
12430183|molecular interactions|pmid
16009713|molecular interactions|pmid
25584213|disease|pmid
3171214|disease|pmid
16835748|disease|pmid
12000493|disease|pmid
"19909339|imex:IM-15546|mint:MINT-7289755|doi:10.1111/j.1742-4658.2009.07435"|molecular interactions|pmid
24339523|disease|pmid
32246987|molecular interactions|pmid
18382474|disease|pmid
27436899|molecular interactions|pmid
20068069|molecular interactions|pmid
24882805|molecular interactions|pmid
25733682|molecular interactions|pmid
21540836|molecular interactions|pmid
14532120|molecular interactions|pmid
doi:10.1101/2021.02.03.429355|molecular interactions|
23441116|disease|pmid
16458891|molecular interactions|pmid
23886940|molecular interactions|pmid
16025100|disease|pmid
8342915|disease|pmid
23027877|molecular interactions|pmid
12498973|disease|pmid
25277244|molecular interactions|pmid
24865853|molecular interactions|pmid
11673464|molecular interactions|pmid
12107845|disease|pmid
34580281|molecular interactions|pmid
23147550|disease|pmid
18587394|disease|pmid
26329759|molecular interactions|pmid
19307730|disease|pmid
7518576|disease|pmid
12040478|disease|pmid
25327252|molecular interactions|pmid
26205068|disease|pmid
32534581|disease|pmid
25633166|disease|pmid
11305911|molecular interactions|pmid
33878036|disease|pmid
15848166|molecular interactions|pmid
26359353|molecular interactions|pmid
18588509|molecular interactions|pmid
11269653|disease|pmid
23612971|molecular interactions|pmid
32249768|molecular interactions|pmid
20810990|molecular interactions|pmid
"7746322|mint:MINT-5220566|imex:IM-25500"|molecular interactions|pmid
25661653|molecular interactions|pmid
"11927608|mint:MINT-5215229"|molecular interactions|pmid
32228222|disease|pmid
35289316|molecular interactions|pmid
14593076|molecular interactions|pmid
24278015|molecular interactions|pmid
9753329|molecular interactions|pmid
15653992|disease|pmid
9891472|disease|pmid
"22155231|imex:IM-26029"|molecular interactions|pmid
15649945|disease|pmid
"18154663|mint:MINT-7033107|doi:10.1186/1471-2091-8-29"|molecular interactions|pmid
17016617|disease|pmid
23184942|molecular interactions|pmid
27248496|molecular interactions|pmid
16682412|molecular interactions|pmid
"imex:IM-22099|23353890"|molecular interactions|
25775162|molecular interactions|pmid
"imex:IM-11909|18662547"|molecular interactions|
15908432|molecular interactions|pmid
27714846|disease|pmid
"mint:MINT-6547765|9548260"|molecular interactions|
19966288|molecular interactions|pmid
"22826234|doi:10.1073/pnas.1205309109|imex:IM-20697"|molecular interactions|pmid
10848610|molecular interactions|pmid
12358350|disease|pmid
11057907|genetic interaction|pmid
22307628|molecular interactions|pmid
19567835|disease|pmid
12641779|disease|pmid
"20368466|doi:10.1073/pnas.1000293107|imex:IM-16385"|molecular interactions|pmid
33894201|molecular interactions|pmid
32491994|molecular interactions|pmid
11544257|molecular interactions|pmid
11971184|molecular interactions|pmid
23537643|molecular interactions|pmid
15060842|disease|pmid
29074464|molecular interactions|pmid
34129829|molecular interactions|pmid
15282304|molecular interactions|pmid
25154742|disease|pmid
28242625|molecular interactions|pmid
12660155|molecular interactions|pmid
22572543|disease|pmid
17525741|molecular interactions|pmid
10593904|molecular interactions|pmid
26382850|molecular interactions|pmid
"26342079|imex:IM-27043"|molecular interactions|pmid
19863319|disease|pmid
"17389358|doi:10.1073/pnas.0701402104|imex:IM-22783"|molecular interactions|pmid
33933455|molecular interactions|pmid
23243219|disease|pmid
24469040|molecular interactions|pmid
26038599|molecular interactions|pmid
10748157|molecular interactions|pmid
12414990|molecular interactions|pmid
"17470806|doi:10.1073/pnas.0611397104|imex:IM-22820"|molecular interactions|pmid
16331578|disease|pmid
10374894|disease|pmid
25798074|molecular interactions|pmid
29740218|molecular interactions|pmid
34951719|molecular interactions|pmid
"imex:IM-27618|28265003"|molecular interactions|
19032828|disease|pmid
10986281|molecular interactions|pmid
10397770|molecular interactions|pmid
8683103|molecular interactions|pmid
15377545|disease|pmid
"19164528|doi:10.1073/pnas.0808602106|imex:IM-14572"|molecular interactions|pmid
25050737|disease|pmid
10202138|molecular interactions|pmid
10981967|molecular interactions|pmid
32937135|molecular interactions|pmid
25405740|disease|pmid
doi:10.1101/2021.01.13.21249429|molecular interactions|
19147576|molecular interactions|pmid
29042796|disease|pmid
33597251|molecular interactions|pmid
17898016|disease|pmid
28369073|molecular interactions|pmid
23091007|molecular interactions|pmid
"23375636|imex:IM-18664"|molecular interactions|pmid
"16474900|mint:MINT-7102704|doi:10.1111/j.1745-7270.2006.00141"|molecular interactions|pmid
21798244|molecular interactions|pmid
16403914|disease|pmid
29262337|molecular interactions|pmid
16269541|molecular interactions|pmid
"26005835|doi:10.1038/ncb3175|imex:IM-24645"|molecular interactions|pmid
25693418|molecular interactions|pmid
20836993|molecular interactions|pmid
15807307|disease|pmid
12590260|disease|pmid
9748228|molecular interactions|pmid
30175854|molecular interactions|pmid
18779194|disease|pmid
31199602|disease|pmid
21826217|molecular interactions|pmid
8887666|molecular interactions|pmid
20176734|disease|pmid
12419806|molecular interactions|pmid
15285606|disease|pmid
10964507|molecular interactions|pmid
11331873|molecular interactions|pmid
21367866|molecular interactions|pmid
17000776|molecular interactions|pmid
"imex:IM-26953|20098713"|molecular interactions|
14530355|molecular interactions|pmid
11248286|disease|pmid
14749374|molecular interactions|pmid
12939162|molecular interactions|pmid
14587643|disease|pmid
27992402|molecular interactions|pmid
23265944|molecular interactions|pmid
18059332|disease|pmid
20613874|molecular interactions|pmid
11101306|molecular interactions|pmid
19723394|disease|pmid
25923723|molecular interactions|pmid
"10681545|imex:IM-27302"|molecular interactions|pmid
17596285|disease|pmid
20383333|molecular interactions|pmid
18000820|disease|pmid
17235283|molecular interactions|pmid
11206074|molecular interactions|pmid
"mint:MINT-8118090|21388519|mint:fj-10-1097.r1"|molecular interactions|
10921914|molecular interactions|pmid
11709713|molecular interactions|pmid
15883036|molecular interactions|pmid
12735930|molecular interactions|pmid
23180380|molecular interactions|pmid
14532112|molecular interactions|pmid
17932460|disease|pmid
25127721|molecular interactions|pmid
18388320|molecular interactions|pmid
16407297|molecular interactions|pmid
16287980|molecular interactions|pmid
"16339550|mint:MINT-6731727"|molecular interactions|pmid
15670397|disease|pmid
17409780|disease|pmid
17297477|molecular interactions|pmid
11113179|molecular interactions|pmid
"21814512|imex:IM-27426"|molecular interactions|pmid
16687578|molecular interactions|pmid
11734558|molecular interactions|pmid
25990725|molecular interactions|pmid
9697774|molecular interactions|pmid
12807966|disease|pmid
19738058|molecular interactions|pmid
"17727679|imex:IM-19335"|molecular interactions|pmid
10938112|molecular interactions|pmid
21965272|disease|pmid
12370363|molecular interactions|pmid
24333668|molecular interactions|pmid
16828757|molecular interactions|pmid
26122242|disease|pmid
"23644467|doi:10.1038/ncb2743|imex:IM-22377"|molecular interactions|pmid
"15574124|imex:IM-20450"|molecular interactions|pmid
10204490|molecular interactions|pmid
11457725|molecular interactions|pmid
17303389|disease|pmid
16227972|molecular interactions|pmid
16525042|molecular interactions|pmid
"17360516|doi:10.1073/pnas.0603762104|imex:IM-22769"|molecular interactions|pmid
25515538|molecular interactions|pmid
16189276|disease|pmid
15923642|molecular interactions|pmid
22378814|disease|pmid
25736436|molecular interactions|pmid
11306563|molecular interactions|pmid
18079194|disease|pmid
23504328|molecular interactions|pmid
35122633|molecular interactions|pmid
11809809|disease|pmid
"imex:IM-24452|23853094"|molecular interactions|
"34029587|imex:IM-29027"|molecular interactions|pmid
32556086|molecular interactions|pmid
16341942|disease|pmid
9637721|disease|pmid
16757110|disease|pmid
11691834|molecular interactions|pmid
21777625|molecular interactions|pmid
10051567|molecular interactions|pmid
14580347|molecular interactions|pmid
11259606|molecular interactions|pmid
21855799|molecular interactions|pmid
15763444|disease|pmid
17215250|molecular interactions|pmid
21865946|disease|pmid
19616314|disease|pmid
29843631|disease|pmid
15866171|molecular interactions|pmid
20518486|molecular interactions|pmid
10499919|molecular interactions|pmid
15469845|molecular interactions|pmid
10984370|disease|pmid
15861382|molecular interactions|pmid
21569504|disease|pmid
10908726|molecular interactions|pmid
23848218|disease|pmid
"9774383|imex:IM-19594"|molecular interactions|pmid
24365562|disease|pmid
10608794|disease|pmid
12421953|molecular interactions|pmid
21622095|molecular interactions|pmid
11278427|molecular interactions|pmid
19111657|molecular interactions|pmid
10454579|molecular interactions|pmid
15385128|disease|pmid
23677995|molecular interactions|pmid
2290165|disease|pmid
15212687|disease|pmid
17081533|disease|pmid
34337014|molecular interactions|pmid
"18378892|doi:10.1073/pnas.0711350105|imex:IM-9207"|molecular interactions|pmid
19098431|molecular interactions|pmid
12446711|molecular interactions|pmid
15249581|molecular interactions|pmid
28934360|molecular interactions|pmid
14691141|molecular interactions|pmid
12721283|molecular interactions|pmid
20587604|disease|pmid
24791872|disease|pmid
17636064|disease|pmid
"16533805|imex:IM-18913"|molecular interactions|pmid
31560077|molecular interactions|pmid
11837748|disease|pmid
17118455|molecular interactions|pmid
30563560|disease|pmid
25833949|molecular interactions|pmid
17513560|disease|pmid
21383067|molecular interactions|pmid
19767770|molecular interactions|pmid
33931087|molecular interactions|pmid
17236141|disease|pmid
11571294|molecular interactions|pmid
19820693|molecular interactions|pmid
20098423|molecular interactions|pmid
20930301|disease|pmid
20223979|molecular interactions|pmid
12527400|disease|pmid
16009940|molecular interactions|pmid
17426253|molecular interactions|pmid
19752885|disease|pmid
12389079|disease|pmid
31891772|molecular interactions|pmid
29463709|molecular interactions|pmid
19766626|molecular interactions|pmid
